"TweetID";"User";"Tweet";"Latitude";"Longitude";"IsUrl";"IsHashtag";"IsRetweet";"Language";"Category"
1272;"mariajessapadua";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1273;"itsbeckxoxo";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1274;"AparriPolSta";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1275;"PTVph";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1276;"jarlego_td14";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1277;"manilena50";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1278;"LGiUSAchapter";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1279;"jlpvillanueva";"RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1280;"TropangMARangal";"RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1281;"serbisyoaccess";"RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1282;"leahnavarro";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1283;"Foxshane";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1284;"News5AKSYON";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1285;"TropangMARangal";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1286;"yvan_zenith";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1287;"cocoy";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1288;"enjayneer";"RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã¢â‚¬Â¦";"NULL";"NULL";1;0;1;"tl";"D"
1289;"UnangHirit";"Mahigit 200,000 family food packs, inihahanda na ng DSWD para maapektuhan ng Bagyong #RubyPH #UnangHirit";"NULL";"NULL";1;0;0;"tl";"D"
1290;"Lizzy99677068";"RT @UnangHirit: Mahigit 200,000 family food packs, inihahanda na ng DSWD para maapektuhan ng Bagyong #RubyPH #UnangHirit";"NULL";"NULL";1;0;1;"tl";"D"
1291;"gmanews";"Inihahanda na ng @dswdserves ang mahigit 200,000 family food packs para sa maapektuhan ng Bagyong #RubyPH. | via @UnangHirit";"NULL";"NULL";1;0;0;"tl";"D"
1292;"romeoalltheway";"RT @gmanews: Inihahanda na ng @dswdserves ang mahigit 200,000 family food packs para sa maapektuhan ng Bagyong #RubyPH. | via @UnangHirit";"NULL";"NULL";1;0;1;"tl";"D"
1293;"UnangHirit";"Mahigit 200,000 family food packs, inihanda na ng @dswdserves #UnangHirit #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
1297;"margaerydesu";"""@ANCALERTS: Globe offers free calls from 8 countries to PH http://t.co/UXoxlzq0Gg #RubyPH"" tapos hanggang ngayon walang signal salamat -.-";"NULL";"NULL";1;1;0;"tl";"D"
1298;"ryanph23";"""@dzbb: United Nations (@UN), nangako ng tulong para sa mga naging biktima ng Bagyong #RubyPH. "" Grabe na ngiti ng mgs pulitiko ngayon";"NULL";"NULL";1;0;0;"tl";"D"
1299;"msagapinan";"""@DZMMTeleRadyo: Sagip Kapamilya, tumatanggap na ng donasyon para sa mga apektado ni #RubyPH http://t.co/QVY6jnKxH9 http://t.co/pvAFoWwgSv""";"NULL";"NULL";1;1;0;"tl";"D"
1300;"dailygasms";"""@gmanews: Australia providing 800 tons rice for #RubyPH victims http://t.co/6YaL5Qiftr"" - baka naman masira lang ulit ha.";"NULL";"NULL";1;1;0;"tl";"D"
1301;"PIANewsDesk";"#DSWD sending 900 family food packs to Cuyo, Agutaya, Magsaysay. #RubyPH #reliefPH | via @PiaPalawan #mediangbayan";"NULL";"NULL";1;0;0;"tl";"D"
1302;"dzrhnews";"#RubyPH:Maguindanao Gov. Toto Mangudadatu, handang magbigay ng bangus sa mga mabibiktima ng bagyo via Jun Dimacutac RH19";"NULL";"NULL";1;0;0;"tl";"D"
1303;"aidenatapaz";"#TulongKabataan Manila Drop-off point: @anakbayan_ph @LFSphilippines Offices, 444 M.F. Jhocson St., Sampaloc, Manila City. #ReliefPH #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
1304;"TulongKabataan";"#TulongKabataan Manila Drop-off point: @anakbayan_ph @LFSphilippines Offices, 444 M.F. Jhocson St., Sampaloc, Manila City. #ReliefPH #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
1305;"ABSCBNNews";"(1/3) Bilang paghahanda sa maaaring maging epekto ng #RubyPH, hinihikayat ang ating tulong...";"NULL";"NULL";1;0;0;"tl";"D"
1306;"ABSCBNNews";"(2/3) ...lalo na para sa mga pangunahing pangangailangan, gaya ng bigas, canned goods, at noodles para sa ating mga Kapamilya... #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
1307;"ABSCBNNews";"(3/3) Maaari po nating dalhin ang ating tulong simula December 6 (Sabado), 1 p.m., sa PBB House, Quezon City. Salamat po. #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
1308;"miriamgracego";"(3/4) @enjoyGLOBE free phone charging in Tacloban, 8am-6pm, Dec 9-10: Benloi Grocery, Bgy 94, Lower Nula-tula Palo Public Market #RubyPH";"NULL";"NULL";1;0;0;"tl";"D"
2116;"yaanyoung";"So sweet Ã¢â„¢Â¡ Ã¢â„¢Â¡ Ã¢â„¢Â¡ Pinasan niya ko palabas sakanila wag lang mabasa ng baha yung paa ko.. Ã¢â„¢Â¡ Ã¢â„¢Â¡ Ã¢â„¢Â¡";"NULL";"NULL";0;0;0;"tl";"O"
2117;"kweyniiee";"@shabondoc_ malalim naman talaga yung baha sa espaÃƒÂ±a ee!! Hahaha";"NULL";"NULL";0;0;0;"tl";"O"
2118;"_Padillasophia";"@_Sebastiaann tien? Baha sainyo?";"NULL";"NULL";0;0;0;"tl";"O"
2150;"camsdelacruz";"@privaterianne malapit sa fatima. Di naman sa min baha, sa tapat lang talaga ng fatima baha. Sa inyo ba? Obando ka di ba? Ingat, ingat :-)";"NULL";"NULL";0;0;0;"tl";"O"
2151;"athangarcia";"Oo bro baha na. Lampas pinto na tubig sa bahay haha @JeremiahTrajano http://t.co/VfG3UmSZNX";"NULL";"NULL";0;0;0;"tl";"O"
2152;"KNBuenaventura";"@Cedrick4twenty hindi daw baha pre sabi ni mama. Kakauwe niya lang galing palengke";"NULL";"NULL";0;0;0;"tl";"O"
2153;"jbtiamson95";"RT @Amphigong: Baha daw sa... Ateneo: ""Go Ateneo! One Big Flood!"" UST: ""Go USTE! Over Flow UST!"" UP: ""UP Naming Baha!"" La Salle: ""D! L-S! Ã¢â‚¬Â¦";"NULL";"NULL";0;0;1;"tl";"O"
2209;"TelyoungReyes";"Nakakamiss magtampisaw sa baha :D";"NULL";"NULL";0;0;0;"tl";"O"
2210;"RodgeRiveraaa";"sana yung baha hindi abot sa bahay namin :((";"NULL";"NULL";0;0;0;"tl";"O"
2211;"bernasaurous";"@dyannatuna maybe baha sa Araneta ave. ehh";"NULL";"NULL";0;0;0;"tl";"O"
2212;"JmlCrzGrc";"Yung feeling na tinapon ng pamangkin ko yung cellphone ko sa baha T.T Fvck shit :3";14.909453;120.739658;0;0;0;"tl";"O"
2213;"GavieresMarga";"""@EMZANITYY: Nawala sinat ko nung lumusong ako sa baha at nakapagyosi aba aba aba hahahahahah"" aba aba aba";14.558718;121.075695;0;0;0;"tl";"O"
2214;"jaredevilon";"Yung babaeng hihigop ng tubig baha sa daan <3.<3";"NULL";"NULL";0;0;0;"tl";"O"
2253;"cleodlpz_";"RT @Caaaaabs: kung ganito lang sana ang baha magtatampisaw talaga ako hahaha #MarioPH #HugotSaTagUlan http://t.co/OfSSapDFHz";"NULL";"NULL";1;0;1;"tl";"O"
2254;"crankygrande";"@ariwantspizza oh, hahaha. :) di pa naman baha dito. eh sa inyo?";"NULL";"NULL";0;0;0;"tl";"O"
2255;"jeriminion";"Baha pa ba sa buendia..";"NULL";"NULL";0;0;0;"tl";"O"
2256;"thmxzsiieeyyy";"medyo bumababa na yung baha sa mga lugar (based sa live telecast on tv) #HaySalamat #ThankYouLord";"NULL";"NULL";1;0;0;"tl";"O"
2257;"helloadimiguel";"Naglalabas na ng sama ng loob si Mario nagselfie ka pa din sa baha, b3h? Ano 'to, b3h?";"NULL";"NULL";0;0;0;"tl";"O"
2258;"xMMxi_";"Ang hirap umuwi .. Sumuuong na kami ng baha sa Espana ..nakakaiyak na experience tong araw na to ..";"NULL";"NULL";0;0;0;"tl";"O"
2259;"MaeBave18";"grabi mn day ang baha sa manila ngee.wa jd ko na inform x hahays";"NULL";"NULL";0;0;0;"tl";"O"
2260;"Immchaelcarag";"saan ba my baha dito? .tututlong na ako :) <3 http://t.co/497ZBhl5QM";"NULL";"NULL";0;1;0;"tl";"O"
2261;"_auieballss";"@itugotDMD @lexzxc pero forced evacuation na sa bacoor. Baha na sa palico and bayanan.";"NULL";"NULL";0;0;0;"tl";"O"
2262;"plenkylor";"di kami makabili ng food kasi baha pa. puro delata naman nakikita kong pagkain dito. huhu";"NULL";"NULL";0;0;0;"tl";"O"
2263;"smnthpatio";"""@TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan""";"NULL";"NULL";1;0;0;"tl";"O"
2264;"KhailSenpai";"RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan";"NULL";"NULL";1;0;1;"tl";"O"
2265;"Mayounaisse";"RT @IMReadyPH: Ayon sa forecast ng @dost_pagasa, inaasahang magla-landfall sa E. Samar- N. Samar area ang #RubyPH Sabado ng gabi. http://t.â€¦";"NULL";"NULL";1;0;1;"tl";"O"
2267;"nilo_luis24";"RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi";"NULL";"NULL";1;0;1;"tl";"O"
2279;"itsmebermejo";"Stay strong Visayas #RubyPH";"NULL";"NULL";1;0;0;"tl";"O"
2280;"itsmebermejo";"Stay strong Visayas #RubyPH";"NULL";"NULL";1;0;0;"tl";"O"
2287;"NinCaldea";"""@IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/ISZGAlMfeC""";11.513273;122.766859;1;0;0;"tl";"O"
2289;"jmaepelicano";"RT @aljanree: Mayta mapalid kos imong heart. #RubyPH";"NULL";"NULL";1;0;1;"tl";"O"
2290;"jmaepelicano";"RT @aljanree: Mayta mapalid kos imong heart. #RubyPH";"NULL";"NULL";1;0;1;"tl";"O"
2291;"lisa_delapaz174";"No CLASS :( NO PPA eh ano bayan!!! #RubyPH";"NULL";"NULL";1;0;0;"tl";"O"
2292;"lisa_delapaz174";"No CLASS :( NO PPA eh ano bayan!!! #RubyPH";"NULL";"NULL";1;0;0;"tl";"O"
2295;"YojMamayabay";"RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi";"NULL";"NULL";1;0;1;"tl";"O"
2296;"YojMamayabay";"RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi";"NULL";"NULL";1;0;1;"tl";"O"
2297;"itzmerowie";"RT @krizzy_kalerqui: Ang bidang kontrabida ngayon ay bagyo na! #RubyPH http://t.co/DVKDcyDQjX";"NULL";"NULL";1;0;1;"tl";"O"
2516;"pia_mimaropa";"RT @PiaPalawan: DSWD sending 900 family food packs to Cuyo, Agutaya, Magsaysay. #RubyPH";"NULL";"NULL";1;0;1;"tl";"D"
2569;"_jamesagustin";"Nasa 7000 food packs, nakahanda nang ipamigay sa mga evacuee sa Bacoor City, Cavite ayon sa CDRRMO. #RubyPH @dzbb";"NULL";"NULL";1;0;0;"tl";"D"
2572;"gmanews";"Nasa 7000 food packs, nakahanda nang ipamigay sa mga evacuee sa Bacoor City, Cavite ayon sa CDRRMO. #RubyPH via @_jamesagustin";"NULL";"NULL";1;0;0;"tl";"D"
