"TweetID","User","Tweet","Latitude","Longitude","IsUrl","IsHashtag","IsRetweet","Language","Category","W_cuyab","W_mahigit","W_mario","W_bagyo","W_dulot","W_estero","W_apektado","W_bagyong","W_camnorte","W_dist","W_tulay","W_tinatayang","W_pamilya","Length"
"1290","chantaleco","RT @CitizenPatrol: umabot s mahigit 10,000 ang mga residente s marikina ang nilikas dhil ptuloy n pgtaas ng baha s Marikina river n ngyon aÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"0","0","1","tl","CD","0","0","0","0","0","0","0","0","0","0","1","0","0","26"
"1291","chantaleco","RT @CitizenPatrol: Sa district 2 mayhaligue estero brgy. 257 ay tinatayang 60 pamilya ang apektado sa bagyong mario. #MarioPH #FloodPH",,,"1","0","1","tl","CD","0","0","0","1","1","1","0","1","0","0","0","1","1","23"
"1292","chantaleco","RT @CitizenPatrol: Sa district. 1 brgy. 93 estero ay tinatayang 50 pamilya ang apektado sa bagyong mario. #MarioPH #FloodPH",,,"1","0","1","tl","CD","0","0","0","1","1","1","0","1","0","0","0","1","1","23"
"1293","chantaleco","RT @CitizenPatrol: Sa kalaw roxas compound ay tinatayang 300 na pamilya ang apektado ng patuloy na pag ulan at pagbaha. #MarioPH #FloodPH",,,"1","0","1","tl","CD","0","0","0","1","1","0","0","0","0","0","0","1","0","24"
"1294","CitizenPatrol","district 2,estero narcisa bgy. 259 tinatayang 150 at 200 n pmilya nman s estero de magdalena ang apektado s bagyong mario.#MarioPH #FloodPH",,,"1","0","0","tl","CD","0","0","0","1","1","1","0","1","0","0","0","0","2","27"
"1363","CitizenPatrol","Sa muntinlupa may 60 pamilya sa cupang at 50 sa tunasan (cuyab) ay apektado dulot ng bagyo.#MarioPH #FloodPH",,,"1","0","0","tl","CD","1","0","1","0","1","0","0","0","0","1","0","1","0","22"
"1326","renielnarez","Tara basketball tayo pre :> #FloodPh #FloodWallStreet http://t.co/TZwWQzJvLJ",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"711","Misshyelle","Thank God na low tide ngayon kung hindi mas tataas pa ang baha. Mag-ingat po tayot bantayan ang pagtaas ng tubig lalo nat gabi na #FloodPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"1349","Misshyelle","Thank God na low tide ngayon kung hindi mas tataas pa ang baha. Mag-ingat po tayot bantayan ang pagtaas ng tubig lalo nat gabi na #FloodPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"989","alaniskou","time to go home. mababaw na daw ang baha sa amin. :)",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"729","DivinemLee","To all our #rescueph team. Thank you :) I know pagoda na po kayo perl maslalo po tayong hindi pa pwede magpahinga kasi madilim na (1)",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","29"
"1041","Greggyie","To those who are asking Honestly hindi ko alam kung Papasok ako mamaya. Bahala na. #flood #baha #marioÃ?Â¢Ã¢â??Â¬Ã?Â¦ http://t.co/41UGbYdgsT",,,"1","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"869","karldeeeee","TURN ON: BABAENG HUMIHIGOP NG BAHA. YOLO!",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"830","PhConnection","ULAT PINOY Update sa kalagayan ng panahon sa Marikina City. #marikina #marioPH #floodPH http://t.co/UCKw4cFZ10",,,"1","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"1138","bootie_fly","UMABOT UN BAHA SA F&G WHAT THE FRACK ANG TAAS KAYA NG STAIRS DUN",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"889","mleeyass","Uuwi bali ako pagkita sa baha balik ulit",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"991","jessamaegorospe","Uwi dapat ako Pangasinan, kaso lalim baha. :(",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"1058","Imeljuuunn","Wag ka lumusong sa baha. Baka mapagkamalan kitang lumulutang na daga",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"1129","itsmeirenegail","Wag kang lumusong sa baha baka lumutang ka, plastic ka pa naman.",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"722","tinaysez","Wala nang mapuntahan ang tubig. Salamat at humupa na ang ulan. Washington cor. Dela Rosa Sts Makati #floodph #MarioPH http://t.co/CM2EceWfFN",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1360","tinaysez","Wala nang mapuntahan ang tubig. Salamat at humupa na ang ulan. Washington cor. Dela Rosa Sts Makati #floodph #MarioPH http://t.co/CM2EceWfFN",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1065","kennmarinas","Walang baha baha sa taong uwing uwi hahahaaha",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"1161","ChrlsDlvg","Walk trip + Baha = Basa hahaha with @pangantotski",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"70","Silentt104","Wushuuuu~~ lameegg mga pre! >3< #MarioPH #FloodPH #walangpasok",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"681","Silentt104","Wushuuuu~~ lameegg mga pre! >3< #MarioPH #FloodPH #walangpasok",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"1319","Silentt104","Wushuuuu~~ lameegg mga pre! >3< #MarioPH #FloodPH #walangpasok",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"1170","virgogirl2308","Yong mga hindi sana makaka punta dahil sa malakas na ulan at baha, heto na my chances pa kayo,Ã?Â¢Ã¢â??Â¬Ã?Â¦ http://t.co/a1vDdG19Ve",,,"0","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1081","3kc10","Yung baha na nga sa labas ng bahay, pati sa loob baha din. Yung wala na nga mabibili pagkain sa labasÃ?Â¢Ã¢â??Â¬Ã?Â¦ http://t.co/hPEB5Vylo5",,,"0","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"987","ethanatienza","Yung baha, tumataas. Eh yung height mo, hindi. Aray bh3. Sadnu?",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"1026","itsmeirenegail","Yung baha, tumataas. Pero yung height ko, stay put lang. </3",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"950","iamjoyceeanne","yung buti na lng hinde pa ako naliligo, kasi ang ending lng din lulusong sa baha sa loob ng bahay pero sa kitchen lng haha.",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"1018","thepnggcrz","yung taas ng baha, kasing taas ng pride mong leche ka! hahahahahaaha #NoHardFeelings",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"851","JordanxMartinez","Yung takot ako lumusong sa baha! #gayshit brad haha",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"811","iamKRcruz","Yung totoo, si Kabayang Noli De Castro ba talaga ito o si Kuya Kim @kuyakim_atienza? #WhatsWithTheHat #MarioPH @TVPatrol #FloodPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"1106","amournonpartage","@Chrispatron56 baha po daw po",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"925","Mackzxcy","@ekjMora Oo baha padin kakauwi lang namin galing kame ni kurei sa morayta",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"960","miryong_","@Epic_Fandom nasa bahay padin ako. Hanggang 6 pa daw ulan, baha padin sa mga dadaanan ko :((((",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"961","burgosbeatrizf","@jinin_ @ilyanimirandi @AlyssaLinco yup, baha dito sa may labas ng mc at sobrang lakas ng hangin",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"1167","lyssamaejane","@kimroga swear? Sobrang taas na ng baha dito. Huhu, datin naman di umaabot dito yung baha eh. Buti ka pa nakauwi na :(",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"207","darleeeeene","@Maikehhh @kristiiiineeeee Oo nga tin. Dala kang life vest at salbabida baka malunod ka. Iilag mo yung sa may mga sharp end points sa baha.",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"202","necotiny","@MARGEmallows_ akoÃ?Â¢Ã?ï??Ã¢â?¬â??Ã?Â¯Ã?Â¸Ã?ï??Ã?Â¢Ã?ï??Ã¢â?¬â??Ã?Â¯Ã?Â¸Ã?ï??Ã?Â¢Ã?ï??Ã¢â?¬â??Ã?Â¯Ã?Â¸Ã?ï??Ã?Â¢Ã?ï??Ã¢â?¬â??Ã?Â¯Ã?Â¸Ã?ï?? Wag ka muna umuwi super baha Di ka makakauwi",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"201","ItsmeRivera","@MarjorieSavanah mag ingat kayo.. Ayaw tumigil ng ulan. Bahang baha naba dian?",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"196","khxlyeah","@mymanestream di ba baha jan sainyo? ingat ka btw hhehehe",,,"0","0","0","in","O","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"837","kattett","@onecainta @sb_onecainta Doctor San Juan street Brgy. San Juan #MarioPH #FloodPH http://t.co/ge5zJitiM0",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"1092","vncntmln","@samdrml_ hahaha meron noh gago ang lalim ng baha dto tae na basang basa ko putek","14.605545","121.107535","0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"963","karrybautista","@SulliChelle haha hanggang saan na baha jan? Hanggang tuhod na samin di rin nakalabas -.-",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"817","jpas0492","Alang tigil alarm ng marikina. Level3 #MarikinaRiver #FloodPH","14.610483","121.079343","1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"204","HaruLi01","Baha alert! http://t.co/Xr4w5HqHxq",,,"0","1","0","tr","O","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"980","BlaiseRayneWP","Baha na rin samin",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"200","nowimfree07","@gvrlyc @vncmagtubo mga pare baha daw sa valenzuela? Ingat kayo dyan. Godbless",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"978","BautistAngelica","@izzaoz Huhu kahit jollibee na mismong tabi di ako makapunta baha dun pati sidewalk huhu","14.603039","120.985575","0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"809","ilike_rupert","@meralco anu na? Bat walang kuryente aa pque???! #NoPower #NoPower #MarioPH #Meralco #MeralcoPls",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"893","Angeebellissima","@MMDA @MMDA Anong po ibang way to EDSA from Buendia? Malalim kasi baha sa Buendia Washington, may alternative route pa po ba? #mmda",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"195","kimashertotzz","@Rizzah22 @SGforlyf @gingging14 @rosary_joy @ces_rose24 @ilabsarahgee ahh dito baha baha po. Ingat po ate.","14.617252","121.048322","0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"1086","DamnItsMiseya","Bahang baha paren",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"866","jaspiedad","Bonding time muna with my pamangkins sa bahay nila dahil nga baha sa labas..",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"1038","faithmonta","Bumaba na ung baha",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"320","atomdatcom","Overheard: Pinaglalaruan natin si Mario dati, ngayon pinaglalaruan na nya tayo. - Phil #MarioPH #FloodPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","1","0","0","0","0","0","18"
"857","ChezkaaaMariee","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"993","amkoleyn","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1047","domzsalvador","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1105","chellsinderella","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1142","SureShot1Trey","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"9","Iam_rjb05","Wala kuryeryente saamin (-_-) #NoPower Ã?Â¢Ã¢â??Â¬Ã¢â?¬ï?? at Mambalon Mahabang Parang Binangonan Rizal http://t.co/DUHTtrneH0",,,"1","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
