1,My house was blown away by a tornado but a famous person just 'd something about my town. Who needs a house?,casualities and damage,"house
house


n/a
n/a
n/a
house"
2, @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,casualities and damage,"Church

church
n/a
n/a
n/a
church"
3,Tornado is gone and woman is assessing the damage to her house and still can barely stand because of the wind.,casualities and damage,"house
n/a
house"
4, @WISCTV_News3: Weather Service Confirms to News 3 an EF1 Tornado did damage in Verona. We'll have more details online shortly.,casualities and damage,"
n/a

"
5,After hearing the tornado sirens Pastor Daniel just told all the staff to go hide downstairs... before leaving in his tiny red car...,casualities and damage,"

n/a
n/a
n/a

n/a
"
6,Driving.. it appears my area got hit the worst. Tornado in my backyard.. Next street over shut down w/ fire trucks and caution tape..,casualities and damage,"
n/a
n/a
n/a
n/a

"
7, @velvetrasputin: The tornado damage in N. Minneapolis.   http://youtu.be/icvSJUWHHi0 -- damn... just glad my friends are all safe,casualities and damage,"n/a

"
8,We just passed some major tornado damage in Birmingham AL,casualities and damage,"
n/a
"
9, @stefkienstra: JOPLIN -- Gov. Jay Nixon announces zero people missing 134 reported deceased. #JoplinTornado,casualities and damage,"

n/a

n/a
"
10, @BreakingNews: Watch live: Memorial service for tornado victims in Joplin Mo. http://on.msnbc.com/kpdG7A,casualities and damage,"
n/a
"
11," @EKaiserReuters: ""Joplin looked like some of the battles I saw in Korea"" Korean war veteran and Missouri #tornado survivor says: htt ...",casualities and damage,"
n/a
"
12,@RealWizKhalifa tornado just hit my town and the sky is #Black&Yellow so now have the song stuck in my head,casualities and damage,"
n/a

"
13,Full list of missing persons in #Joplin that was released this morning... http://bit.ly/mwwNIs,casualities and damage,"
n/a

"
14,RIP to the people that died in  the springfeild tornado &lt;3333Ã¢â„¢Â¥Ã¢â„¢Â¥,casualities and damage,"
n/a
n/a
"
15,If everything is where you left it earlier...you're blessed #prayforjoplin #joplin,casualities and damage,"
n/a

"
16, @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,casualities and damage,"church
n/a
n/a"
17, @andersoncooper: I took this earlier. Cross still stands above destroyed church #Joplin http://yfrog.com/h2d7rgrj,casualities and damage,"church
n/a
church"
18,Client responded to a billing statement saying their bldg had been destroyed in a tornado and they lost a few invoices. Wow awful!,casualities and damage,"
building
n/a
n/a
bldg
"
19, @Bill_Gross: Amazing - and stunningly sad - pictures of before and after the #Tornado swept through #Joplin: http://j.mp/lfa80S from  ...,casualities and damage,"
n/a
"
20,Pray forÃ‚Â #Joplin. At least 89 dead & severe T-storms headed their way. The front dipped below us in Springfield last night.,casualities and damage,"
n/a
"
21, @stormchaser4850: Edmond OK woman dies in car accident while driving to beat tornado http://bit.ly/kWzV3x,casualities and damage,"n/a

"
22,SHOCKING PHOTOGRAPHIC  account of the tornado devastation in Joplin Missouri... Like a second hometown to me.,casualities and damage,"
n/a
"
23,Eqecat predicts Joplin Tornado damage between $1-3 billion. Take a look at the radar image of the twister: http://goo.gl/vyMmc,casualities and damage,"
n/a

"
24, @BBCWorld: US authorities confirm at least 89 killed after massive #tornado hits Joplin southwest Missouri,casualities and damage,"
n/a
"
25, @txstormchasers: UNCONFIRMED reports out of #Springfield  MA from police scanner traffic of a neighborhood wiped out and numerous in ...,casualities and damage,"neighborhood
n/a

n/a"
26, @MsSavBee:  @KSTP: Damage from Mpls. #Tornado Estimated at $166M http://ow.ly/51VB4,casualities and damage,"n/a

n/a"
27,Tornado Kills 89 in Missouri. http://t.co/KhJUnPE,casualities and damage,"
n/a
"
28, @iamjonathancook: #Prayersforjoplin  @cnnbrk: #Tornado that killed 122 in Joplin Missouri was EF-5 with top winds of 200+ mph htt ...,casualities and damage,"
n/a
n/a"
29, @pgammo: A hero is the mother in W. Springfield who as the tornado came lay on top of her child in a tub. Child lived mother was killed,casualities and damage,"n/a

"
30,Missouri officials continue identifying tornado dead \n    (Reuters)\n: Reuters - Missouri officials continued ... http://yhoo.it/iUINyO,casualities and damage,"
n/a
"
31, @weatherchannel: Sad news to report. 3 more people passed away recently due to injuries sustained during the #JoplinTornado. Total fa ...,casualities and damage,"
n/a
"
32,#TFM City manager says Joplin tornado death toll rises to 125 no live rescues today - AP http://y... http://bit.ly/kgHRq2 #BreakingNews,casualities and damage,"

n/a

"
33,Tornado will cost Joplin MO $1-3 billion.  City's annual budget is $80 million (via ABC News) #joplin #tornado,casualities and damage,"
n/a
n/a"
34,Brothers Ryan Colt Hamil Died in Piedmont Oklahoma Tornado: Oklahoma Dead Reach 10 http://nblo.gs/imGly,casualities and damage,"
n/a
"
35,#Twilight News In: Deadly tornado kills 124 leaves 'twilight zone' in its wake http://bit.ly/jxnC6T,casualities and damage,"
n/a
"
36,http://ow.ly/517lw The death toll has now risen to 116.  #Joplin  #Tragic,casualities and damage,"
n/a
"
37, @at_pitt:  @BarackObama: In Joplin Missouri today to visit with those who lost so much in last week's devastating tornado.,casualities and damage,"
n/a
"
38,Check out http://www.CNN.com/impact to see what agencies are helping relief efforts in tornado-hit areas & how you can help.. #Joplin,casualities and damage,"
n/a

"
39, @CBCAlerts: 122 confirmed dead 750 injured in Joplin Mo. tornado . #Tornado that hit #Joplin was EF5 with winds 322 km/h.,casualities and damage,"
n/a

"
40, @BreakingNews: Significant damage to homes businesses after tornado touches down at Sedalia Mo. http://bit.ly/gk6MtC,casualities and damage,"homes and businesses
n/a
homes, businesses
"
41, @JenelleS_KVUE: (AP) -- Authorities confirm 89 dead after massive tornado hits southwest Missouri city #joplintornado,casualities and damage,"
n/a
"
42, @BarackObama: In Joplin Missouri today to visit with those who lost so much in last week's devastating tornado.,casualities and damage,"
n/a
"
43,EFCA | Tornado Relief http://fb.me/UP2nLkPB,casualities and damage,"
n/a
"
44,State of emergency declared in Massachusetts where tornado kills 4 people and injures dozens. @AMorningOttawa,casualities and damage,"
n/a
"
45,Names Of 123 Killed In Joplin Tornado Released - http://goo.gl/6SH1N,casualities and damage,"
n/a
"
46,US tornado toll hits new record http://bit.ly/kLb6Ri,casualities and damage,"
n/a
"
47, @weatherchannel: Sad news to report. 3 more people passed away recently due to injuries sustained during the #JoplinTornado. Total fa ...,casualities and damage,"
n/a

"
48,Violent Weather Kills 7 in Oklahoma Kansas - FoxNews.com http://t.co/mS3TfJh via @foxnews,casualities and damage,"
n/a
"
49,Joplin police radio traffic says possibly 20 more bodied have been found near 20th and Connecticut. #joplin,casualities and damage,"
n/a
"
50, @nathanmillsent: @kappaalphaorder Please : A tornado has destroyed the town of Joplin MO. Delta Pi had brothers lose homes and nee ...,casualities and damage,"
n/a
homes"
51, @CrossCzech17: A tornado kills 125 innocent people in Joplin.  One week later Westboro Baptist Church protests in Joplin.  God - you ...,casualities and damage,"
n/a
"
52,Death toll from Joplin tornado rises to 141: officials - Reuters http://reut.rs/jw1E4Z,casualities and damage,"
n/a
"
53,Death toll from Joplin tornado is 134 officials say (Reuters)  http://tiny.ly/dbpi,casualities and damage,"
n/a
"
54,Tornado death toll rises no more survivors found http://bit.ly/l8TGAq,casualities and damage,"
n/a
"
55, @TWCBreaking: Reports of minor tree damage coming in from Overland Park KS per emerg. mgt.   #tornado,casualities and damage,"Tree damage
n/a
minor tree damage"
56, @nytimes: Delivering the bad news of the aftermath of the tornado weighs on a Joplin Mo. police chaplain http://nyti.ms/iTohba,casualities and damage,"
n/a
"
57,#Joplin MO residents find X-rays from a hospital that was struck by a tornado 70 miles away,casualities and damage,"hospital

"
58, @NBCActionNews: 89 confirmed deaths in #Joplin tornado #motornados,casualities and damage,"
n/a
n/a
"
59,Stunning  @BlairMiller9 CNN reports: X-rays from St. John's Hospital found 70 miles from #Joplin,casualities and damage,"
n/a
St. John's Hospital"
60,#usnews Missouri officials continue identifying tornado dead ,casualities and damage,"n/a

"
61, @MB_Williams MB_Williams: Tornado storms kill 4 near Oklahoma City officials say  http://tiny.ly/qZ3y http://bit.ly/kLPwGN,casualities and damage,"n/a

"
62, @kathygriffin Watching you good folks & rescuers in #Joplin on the news. Devastation beyond imagine. Support @RedCross #tornado relief.,casualities and damage,"
n/a
"
63, @NBCActionNews: 89 confirmed deaths in #Joplin tornado #motornados,casualities and damage,"
n/a
"
64,So sad a mom died saving her daughter yesterday during the tornado http://bit.ly/jFrSjA @GetGlue #SpringfieldMassachusetts,casualities and damage,"
n/a
"
65,Photo: No More Missing After Joplin Tornado; 134 Dead Officials say they have accounted for all the people... http://tumblr.com/xg12suu0pt,casualities and damage,"
n/a
"
66,Ã¢â‚¬Å“@Drudge_Report: Police officer helping tornado cleanup in Joplin struck by lightning dies... http://t.co/0Iu8jFFÃ¢â‚¬Â #WTF #DontMoveToJoplin,casualities and damage,"
n/a
"
67,#usnews Joplin tornado leaves thousands with no place to call home ,casualities and damage,"
n/a
"
68,Mother's heroic last act saves daughter in tornado http://bit.ly/iQie4S,casualities and damage,"

n/a"
69,News-Leader: Two Joplin tornado victims die after suffering fungal infections http://dlvr.it/VhhDH,casualities and damage,"
n/a
"
70, @AdamSwenka:  @BreakingNews: Update: 116 confirmed dead in Joplin city manager says #Joplin www.northpointchurch.tv/joplin,casualities and damage,"
n/a
"
71,FEMA teams assess Mass. tornado damage http://bit.ly/j3fBu1,casualities and damage,"
n/a
"
72,The city of #Joplin will observe a #momentofsilence at 6:41pmE/5:41pmC/2:41pmP today. The tornado hit Joplin at that time last Sunday,casualities and damage,"
n/a
"
73,#PrayN4t/Lords  Healing & Restoration N Joplin. Church Destroyed By Tornado Yet t/RoofTop Cross Still Standing Refruge N #Jesus #Christ,casualities and damage,"church
n/a
"
74,Shocking before and after picture of the joplin missouri tornado devastation http://bit.ly/mgpTWV,casualities and damage,"
n/a
"
75,CNN Top Stories: 125 dead in Joplin: Residents of tornado-ravaged Joplin Missouri again found themselves huddl... http://bit.ly/jV7arS,casualities and damage,"
n/a
"
76,FOX News: Tornado Death Toll Climbs http://bit.ly/kDqkC9,casualities and damage,"
n/a
"
77,Cannot believe the aftermath of the tornado here in western mass. The damage is devastating.,casualities and damage,"
n/a
"
78, @nwoweather: Apartments on the East side of Chickasha that were damaged by a Tornado 5-24-11 http://yfrog.com/h0h6pesj,casualities and damage,"Apartments
n/a
Apartments"
79, @TIME: This dog was sucked up by a tornado but crawled home on two broken legs | http://ti.me/kVEEDu (via @TIMENewsFeed),casualities and damage,"
n/a
"
80, @supadupaflygirl Just stop!!! :( : @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://t.co/hEbTeMu,casualities and damage,"
n/a
"
81, @kgh23: An update on the #Joplin #tornado and the #dental practices it affected in today's industry news update ... http://bit.ly/iDKN4m,casualities and damage,"
n/a
"
82, @KMBZnews: Mo. tornado injures 15 damages homes in Sedalia http://bit.ly/iU3yJ6,casualities and damage,"n/a
15 homes
homes"
83,http://t.co/RHhCE8B via @Joplin #Tornado Tragedy: Hole in the Heart of Missouri Town,casualities and damage,"n/a

"
84,So I'm sitting here watching footage of this tornAdo that hit Springfield........#Tragic,casualities and damage,"
n/a
"
85, @txstormchasers: WCVB-TV reporting at least 4 fatalities from Brimfield Westfield and Springfield Mass. #tornado #mawx #severe,casualities and damage,"
n/a
"
86,@StephenWRhodes I think only one tornado touched down and no damage other than trees down.,casualities and damage,"
n/a
"
87,Opening prayer at #Joplin Memorial Service.,casualities and damage,"
n/a
"
88,@NBCNews: Tornado wreckage in  #Joplin MO taken by @aaronsasson. http://instagr.am/p/EqbpK/,casualities and damage,"
n/a
"
89, @StormChasersKC the power of the EF5 tornado to hit Joplin still think your safe in a car? http://twitpic.com/54h21i,casualities and damage,"
n/a
"
90, @nytjim: #Joplin update: Officials say 1500 people unaccounted for after #tornado. 117 confirmed deaths. http://nyti.ms/iZmvXR,casualities and damage,"
n/a

"
91, @TheTornadoAllie: SPC has upped its death toll to 151 for the Joplin MO tornado. SPC also added 1 more killer tornado in OK from May  ...,casualities and damage,"
n/a
"
92, @NatGeoSociety: Photos: Devastating aftermath of #Joplin Missouri #tornado http://on.natgeo.com/iRx34h,casualities and damage,"
n/a
"
93,Springfield ma. got hit hard last night by a tornado SMH,casualities and damage,"
n/a
"
94,BREAKING: State Medical examiner's office confirms 8 fatalities in Oklahoma from last nights tornado outbreak,casualities and damage,"
n/a
"
95, @BreakingNews City spokeswoman in Joplin Mo. says deathtoll from massive tornado now at least 139 people - AP,casualities and damage,"
n/a
"
96, @Billyjensen: Joplin MO before/after Tornado http://twitpic.com/522mfn via @Keith_Rob,casualities and damage,"
n/a
"
97,#US Tuscaloosa County death toll from tornado increases to 43: After holding steady for almost... http://bit.ly/jcgV1T #Tuscaloosa #News,casualities and damage,"
n/a
"
98,Two Joplin tornado victims die after suffering fungal infections http://dlvr.it/Vhyhs,casualities and damage,"
n/a
"
99,#usnews Officials: 134 Confirmed Dead After Joplin Tornado http://tinyurl.com/3nyqmy2,casualities and damage,"
n/a
"
100, @RWJF_PubHealth: Post-Tornado #Environmental #Health Risks in #Joplin: http://bit.ly/lAsTP8,casualities and damage,"n/a

"
101, @StephanieAbrams: Per Missouri EMA: Current #Joplintornado death toll is 30.Per Dr.Forbes: will be deadliest on record in Jasper Coun ...,casualities and damage,"
n/a
"
102, @AnokaCounty: US Sen Klobuchar and @SivarajahMN will be looking at tornado damage later this morning in Fridley,casualities and damage,"
n/a
"
103, @TWCBreaking: Possible #tornado damage reported near Union City TN.  Multiple trees down one building destroyed.,casualities and damage,"trees down and one building destroyed
n/a
Multiple trees down, one building destroyed"
104, @TWCBreaking: NWS:  Path width of #Joplin MO #tornado was 3/4 mile wide.  116 fatalities....400 injured.,casualities and damage,"
n/a
"
105, @horselady3: Brimfield Horse Impaled During Tornado Is Expected To Survive ... http://bit.ly/jA4KOQ,casualities and damage,"
n/a
"
106, @erinedgar: A receipt from Joplin Missouri traveled 550 miles after last week's tornado to end up in Indiana. 140 dead 160 missing.,casualities and damage,"n/a

"
107, @emmamcgreen: Death toll for #Joplin at 117.  To help text REDCROSS to 90999 to donate $10.  Please .  @FleurDeKat @Tom_Bergeron @ ...,casualities and damage,"
n/a
"
108,before / after shot of the Joplin tornado http://goo.gl/WypXX,casualities and damage,"
n/a
"
109, @jackassworld:  @daveenglandshit: Preston Lacy's home town Joplin Missouri was destroyed a week ago by a tornado. Text JOPLIN to ...,casualities and damage,"
n/a
"
110,A rare multivortex tornado swept through Joplin Missouri on Sunday night. Keep the victims in your prayers.,casualities and damage,"
n/a
"
111,DTN USA: Death toll from Joplin tornado rises to 141: officials: CHICAGO (Reuters) - The death toll from the May... http://bit.ly/jHc7E9,casualities and damage,"
n/a
"
112,#Joplin NORMLÃ¢â‚¬â„¢s Kelly Maddy loses #Missouri home to #tornado; please help!: Kelly's house wasÃ¢â‚¬Â¦ http://nxy.in/tn8fr,casualities and damage,"
n/a
home"
113,Oklahoma tornado sweeps away young horse fancier's life but strangers repl http://t.co/J5M15Ol,casualities and damage,"
n/a
"
114,35 Devastating Photos Of The Joplin Missouri Tornado http://bzfd.it/mpW4Ca.... and you thought you were having a bad day: think again!!,casualities and damage,"
n/a
"
115,Playhouse theatre in #Joplin. You can see the chairs if you look close.  http://twitpic.com/51k7t6,casualities and damage,"
n/a
Playhouse theatre"
116,The tornado made the town of Etna look like a junk yard.  :( http://lockerz.com/s/105312284,casualities and damage,"
n/a
"
117, @TIME: This dog was sucked up by a tornado but crawled home on two broken legs | http://ti.me/kVEEDu (via @TIMENewsFeed),casualities and damage,"
n/a
"
118, @lgc_com: Unreal  @TWCBreaking: Now confirmed 116 dead in Joplin MO #tornado.Single deadliest #tornado since Woodward OK (9 Apr 1 ...,casualities and damage,"
n/a
"
119,"Slow recovery from tornado in Kaukauna taking toll on residents: ""When there is so much devastation it will take more than a few wee...",casualities and damage,"
n/a
"
120, @TWCBreaking: We have confirmation that 2 police officers were struck by lightning in #Joplin their conditions are unknown at this time.,casualities and damage,"
n/a
"
121, @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,casualities and damage,"
n/a
"
122,Breaking: 89 confirmed dead in #Joplin MO as a result of the devastating tornado that hit Sunday. #CNN has live reports from the scene,casualities and damage,"
n/a
"
123,"rb @ditisConny: ""RB @Greenfields47: ""everybody is hurting in joplin(120 casualties) tornado""....Total is 500 Cas... Ã¢â„¢Â« http://blip.fm/~14uu79",casualities and damage,"
n/a
"
124,Injuries damage in Mass. tornado: A tornado that caused damage in Springfield Mass. Wednesday afternoon was still on the ground an...,casualities and damage,"
n/a
"
125, @ABCEnvironment: Death toll from US tornadoes climbs. 1500 still missing http://bit.ly/jLSpfk #weather #joplin,casualities and damage,"
n/a
"
126,(AP) -- Nursing home owner in #Joplin says Sunday's tornado killed 11 from his property alone,casualities and damage,"
n/a
"
127,The devastation at Joplin is heart breaking. My prayers go out to the victims of the tornado.,casualities and damage,"
n/a
"
128, @ABC: #BreakingNews: Midwest Tornado Death Toll Rises Sharply to 116 #Joplin #Missouri,casualities and damage,"
n/a
"
129, @WorldVisionNews: Day 1 assessment in #Joplin #Missouri found #tornado damage even more severe than #Tuscaloosa  ... #WorldVision,casualities and damage,"
n/a
"
130,What the country and the world have witnessed this week is the Spirit of  #Joplin Missouri MO Gov Jay Nixon,casualities and damage,"
n/a
"
131, @NatGeoSociety: Photos: Devastating aftermath of #Joplin Missouri #tornado http://on.natgeo.com/iRx34h,casualities and damage,"n/a

"
132, @BreakingNews: Denning Arkansas which has 100 homes is destroyed by tornado - National Weather Service via KNWA http://bit.ly/k2Sbkv,casualities and damage,"
n/a
"
133,Sen. Alexander will tour tornado-damaged areas in Greene and Washington counties on Wednesday afternoon. http://bit.ly/lb726p.,casualities and damage,"
n/a
"
134, @GMA: 18 tornado reports yesterday including 7 in Massachusetts 4 in California and the rest in Nebraska and Kansas (via NWS),casualities and damage,"
n/a
"
135, @BreakingNews: Joplin mayor Mike Woolston says more bodies found this morning bringing tornado death toll to 130 - NBC News,casualities and damage,"

n/a"
136,Video of Kitten Found in Joplin Missouri Tornado Debris  http://bit.ly/l6NHKw,casualities and damage,"n/a

"
137,Damage from the Joplin Tornado . . . Devastating http://fb.me/RPgEae8u,casualities and damage,"n/a

"
138, @CBCAlerts: Storm leaves 70000 without power in southern Ontario . Possible tornadoes reported north of Toronto. #tornado,casualities and damage,"power
n/a
"
