"TweetID","User","Tweet","Latitude","Longitude","IsUrl","IsHashtag","IsRetweet","Language","Category","W_parking","W_ginawa","W_advisory","W_kaba","W_affected","W_pong","W_ilang","W_gusto","W_nagpabuhat","W_magvolunteer","W_mabasa","W_more","W_ngayon","W_open","W_contact","W_just","W_rescuer","Length"
"1","emmidejesus","Donate & Volunteer, click link for details https://t.co/aTZ01tnOUn Lingap Gabriela for #ReliefPH drive for #MarioPH flood victims in Manila",,,"1","1","0","en","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"22","beachysheng","You can also donate via Paypal. Click here http://t.co/wt07Yjlfax #TulongKabataan #ReliefPH #MarioPH",,,"1","1","0","en","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"23","BonitoAlentajan","RT @smsupermalls: PUBLIC SERVICE ADVISORY: Free overnight parking in SM malls for those affected by #MarioPH #ReliefPH http://t.co/7pMYcZzÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","1","1","en","D","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","20"
"24","margeemateo","RT @smsupermalls: PUBLIC SERVICE ADVISORY: Free overnight parking in SM malls for those affected by #MarioPH #ReliefPH http://t.co/7pMYcZzÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","1","1","en","D","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","20"
"25","LaoMamba","To those affected by #MarioPH you can go to PSBA-QC. Bukas ang schoo na ito para masilungan ng mga apektado. #FloodPH #RescuePH",,,"1","0","0","tl","D","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","24"
"26","LaoMamba","OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","0","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","16"
"32","erwinmappatao88","Ã?Â¢Ã¢â??Â¬Ã?â??@LaoMamba: OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPHÃ?Â¢Ã¢â??Â¬Ã?ï??","14.615083","121.000738","1","0","0","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","20"
"33","akbayanyouth","RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","0","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","20"
"34","risahontiveros","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"35","leahnavarro","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"36","pinoymommy","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"37","pol_abreu","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"38","kentdelasalas","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"39","MsMichellPineda","RT @akbayanyouth: RT: .@LaoMamba OPEN ANG PSBA-QC PARA MASILUNGAN NGAYON. Just contact 09272214969 for more info #FloodPH #RescuePH #MarioPH",,,"1","0","1","tl","D","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","23"
"40","itsmitsu","RT @YouScoop: Nagpabuhat ang ilang residente para hindi mabasa ng baha sa Ortigas Extension. Kuha ni YouScooper Carlo #MarioPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","22"
"41","lonecrescent","RT @YouScoop: Nagpabuhat ang ilang residente para hindi mabasa ng baha sa Ortigas Extension. Kuha ni YouScooper Carlo #MarioPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","22"
"67","PelitaPeraltaUy","Sa Lahat ng patuloy na naninilbihan sa ating mga kaba bayan, salamat sa inyo . God Bless all of you abundantly . #MarioPH #RescuePH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25"
"78","ReliefPHcom","Metro Manila, Rizal: relief operations #MarioPHÃ?â??Ã? #reliefPH http://t.co/U5y5cyz9oL",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"82","def_filipino","Sa mga gusto pong magvolunteer. #ReliefPH http://t.co/8xttWXr5gR",,,"1","1","0","tl","D","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8"
"192","karess","RT @TweetupMNL: Be a #RescuePH volunteer and help save our kababayans! (Pls. RT and share) http://t.co/hK162DKsYg",,,"1","0","1","en","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"193","moncorpuz","RT @TweetupMNL: Be a #RescuePH volunteer and help save our kababayans! (Pls. RT and share) http://t.co/hK162DKsYg",,,"1","0","1","en","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"287","CitizenPatrol","Ginawa na ding Evacuation center ang Aglipay,IFI Church at Bulelak cover court. #MarioPH #ReliefPH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","17"
"291","sanjuncssr","RT @CitizenPatrol: Ginawa na ding Evacuation center ang Aglipay,IFI Church at Bulelak cover court. #MarioPH #ReliefPH",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","20"
"588","MariaRoann","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"603","swish41_20","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"611","peachygf","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"613","wanwulf","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"615","AweSAMpyo","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"617","JosephDatalio","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"622","BillTufts","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"628","pearlgemjean","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"630","jclyn5254","RT @YouScoop: Ilang rescuer, umiikot sa Quezon City para tulungan ang mga residente na na-stranded sa baha. #MarioPH http://t.co/P5KShvdv2T",,,"1","0","1","tl","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22"
"678","PelitaPeraltaUy","Sa Lahat ng patuloy na naninilbihan sa ating mga kaba bayan, salamat sa inyo . God Bless all of you abundantly . #MarioPH #RescuePH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25"
"689","ReliefPHcom","Metro Manila, Rizal: relief operations #MarioPHÃ?â??Ã? #reliefPH http://t.co/U5y5cyz9oL",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"693","def_filipino","Sa mga gusto pong magvolunteer. #ReliefPH http://t.co/8xttWXr5gR",,,"1","1","0","tl","D","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8"
"703","mariajclm","RT @TweetupMNL: Tara na. Bayanihan na. #ReliefPH http://t.co/utwVq7K20M",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"724","asil0250","RT @gmanetwork: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming I M Ready helpdesk. http://t.co/pXDHIIaM4U",,,"1","1","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"760","KeniticChoy","RT @gmanews: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming @IMReadyPH help desk: 333-7161. http://t.co/UG5TÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"798","jennybieable","RT @gmanews: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming @IMReadyPH help desk: 333-7161. http://t.co/UG5TÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"829","ReliefPHcom","Manila: evacuation centers #MarioPHÃ?â??Ã? #reliefPH http://t.co/MP1VxcTwpi",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"831","BernieCadao","RT @tonyocruz: Sa mga nasa bahay, oras na para linisin ang cabinet. Ihiwalay ang mga damit na pwedeng i-donate para sa #ReliefPH.",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"835","ChaseCustodio","RT @tonyocruz: Sa mga nasa bahay, oras na para linisin ang cabinet. Ihiwalay ang mga damit na pwedeng i-donate para sa #ReliefPH.",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"1274","Neil8588","RT @YouScoop: Nagpabuhat ang ilang residente para hindi mabasa ng baha sa Ortigas Extension. Kuha ni YouScooper Carlo #MarioPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","22"
"1327","ReliefPHcom","Metro Manila, Rizal: relief operations #MarioPHÃ?â??Ã? #reliefPH http://t.co/U5y5cyz9oL",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"1331","def_filipino","Sa mga gusto pong magvolunteer. #ReliefPH http://t.co/8xttWXr5gR",,,"1","1","0","tl","D","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8"
"1341","mariajclm","RT @TweetupMNL: Tara na. Bayanihan na. #ReliefPH http://t.co/utwVq7K20M",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"1362","asil0250","RT @gmanetwork: Para sa mga weather question o #RescuePH requests at iba pa, tumawag sa aming I M Ready helpdesk. http://t.co/pXDHIIaM4U",,,"1","1","1","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"732","iAmSuperPhillip","RT @DivinemLee: and masmarami pong kailangan ng tulong. kaya pa yan :) Thank you to all our #RescuePH @RescuePH volunteers. PUSH!",,,"1","0","1","tl","O","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"733","iAmSuperPhillip","RT @DivinemLee: To all our #rescueph team. Thank you :) I know pagoda na po kayo perl maslalo po tayong hindi pa pwede magpahinga kasi madiÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"736","Miaaaabella","RT @DivinemLee: To all our #rescueph team. Thank you :) I know pagoda na po kayo perl maslalo po tayong hindi pa pwede magpahinga kasi madiÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"816","daeenes","RT @ElleCherchait_: @daeenes nakita ko rin sa ABS yun. naiyak din ako. sana pina-rescue ng @ABSCBNNews yung 2 inanod na dogs. #marioph #ResÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"1237","canlom1990","RT @Enclave26: Sa mga ganyang bagyo me gustong mastranded sa baha para makapag usap.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"820","enticiniall","RT @eterniallcliff: #RescuePH lets rt guys! Specially sa mga nangangailangan ng tulong",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"1158","Yordsanity","RT @ethanatienza: Hanggang dibdib na daw ang baha! Ay teka, eh wala ka namang dibdib ah?",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"969","heycml","RT @eunicemagdua: Inanod na ata ng baha yung pake ko",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"1101","renzsuperman3","RT @FunnyPinoyQuote: Wag ka lulusong sa baha, PLASTIC ka pa naman, baka lumutang ka lang.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1125","rhads11","RT @FunnyPinoyQuote: Wag kang lumusong sa baha baka lumutang ka, plastic ka pa naman.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"1211","danielledigna","RT @FunnyPinoyQuote: Yung baha, tumataas. Pero yung height ko, stay put lang. </3",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"1182","k3_mb143","RT @FunnyPinoyQuote: Yung mga ipis na naglulutangan sa baha.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"1165","IamSuperJ_sh","RT @HayNakoRed: BA-A-HA-A BAHA NA SAMIN! - UP Pep Squad tuwing bagyo. Stay safe guys!!!",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1070","SteffiCheon01","RT @iamdongdantes: Sa kabila ng bagyo at baha, tuloy na tuloy ang #IntegritySummit . Stay safe everyone...You may reportÃ?Â¢Ã¢â??Â¬Ã?Â¦ http://t.co/rOuZwÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","1","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"1139","SUPERMENel","RT @imchaynepadilla: @janinevegaa edi sa baha ka na maligo..",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"1088","_alyssaagomez","RT @imjanmariel: @dnjrrlcaps: @Caaaaabs: kung ganito lang sana ang baha magtatampisaw talaga ako hahaha #MarioPH #HugotSaTagUlan http://Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1009","nicolekelsy","RT @itsarmiegrace: @larakrista @nicolekelsy thankieeee grabe baha dto huhubells",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"1010","heymherrr","RT @itsmeirenegail: Yung baha, tumataas. Pero yung height ko, stay put lang. </3",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"855","tashameyy","RT @Jaaaaaaps: Kung ganto lang kalinis yung baha dito sa Pinas, jusko sisisid pako sa overpass sa Morayta. HAHHAHAHAHA #MarioPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"898","srtifiedLOIYALS","RT @Jaaaaaaps: Kung ganto lang kalinis yung baha dito sa Pinas, jusko sisisid pako sa overpass sa Morayta. HAHHAHAHAHA #MarioPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"1169","ailelingatzapat","RT @jaredevilon: Yung babaeng hihigop ng tubig baha sa daan <3.<3",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"1059","hyunsangee","RT @jokeuniversity: MAS OKAY NANG MAY PASOK, KESA NAMAN MAKITA KO NA MAY MGA TAONG NAWAWALAN NANG BAHAY DAHIL SA BAHA.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"1097","dayanarawr","RT @joshuabuton: @dayanarawr @marielicsxz baha na dito sa tapat dayanarawr!",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"770","SolimanJen","RT @katolikongpinoy: Paalala po para sa lahat mula kay Fr. Lopet ng BGRY. LAGING SAKLOLO at ng ministeryong ito #MarioPH #RescuePH http:/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"795","boomboom30","RT @katolikongpinoy: Paalala po para sa lahat mula kay Fr. Lopet ng BGRY. LAGING SAKLOLO at ng ministeryong ito #MarioPH #RescuePH http:/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"740","melm_g","RT @katolikongpinoy: RT @bernanaboat: Can somebody tell kung saan banda yung live wire sa may EspaÃ?Æ?Ã?Â±a? #RescuePH #MarioPH",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"785","josheribs","RT @katolikongpinoy: RT @cincodeziall: @cincodeziall KAHIT HINDI NIYO PO KAANO ANO IREPORT NIYO PARIN SA @RescuePH #RescuePH PLEASE",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"793","cincodeziall","RT @katolikongpinoy: RT @cincodeziall: @cincodeziall KAHIT HINDI NIYO PO KAANO ANO IREPORT NIYO PARIN SA @RescuePH #RescuePH PLEASE",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"973","marlajaymalin","RT @kimuelaries12: #DahilMayBagyoNgayon Sama sama tayong magdasal para sa ikabubuti ng ating mga kababayang nasalanta ng matinding baha dulÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"1108","lizetteongkngco","RT @Kuyapretty: Wag na umulan please pahupain niyo nadin yung baha ng makauwi napo ako sa bataan.",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"986","ralphthemeloman","RT @marojjx: #LasallianKaKung D-L-S-U! ANIMO BAHA!!! hahahaha #MarioPH",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"895","iamoreenaspi","RT @MatamaanKa: Naku wag kang lalabas baka tangayin ka ng baha. Plastik ka pa naman..",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"970","atinna15","RT @MatamaanKa: Naku wag kang lalabas baka tangayin ka ng baha. Plastik ka pa naman..",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"945","KhimmySsel","RT @MiriamLines: Ingat sa baha yung mga walang dede. Wala kayong floaters!!!!",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"844","coviethemonkey","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"860","daphyeol","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"878","concepcionbella","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"900","AkAlskie","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"908","volTHANNA","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"920","rxpnzel","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"929","Laizyyy","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"936","Chuidini","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"959","wonderfuxck","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1005","ANNlureynn","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1013","majalmadrones","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1020","MagneCalajate","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"1023","jmquimada","RT @NegrangGala: OFF TO MARIKINA, IPAPAHIGOP KO LANG YUNG BAHA SA MGA MALALANDI DITO SA TWITTER NA GUSTO NG KAYAKAP!",,,"0","0","1","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
