"TweetID","User","Tweet","Latitude","Longitude","IsUrl","IsHashtag","IsRetweet","Language","Category","W_evacuee","W_point","W_inihahanda","W_dswd","W_salamat","W_food","W_family","W_navy","W_municipality","W_towns","W_packs","W_relief","W_goods","W_transported","W_personnel","Length"
"1272","mariajessapadua","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1273","itsbeckxoxo","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1274","AparriPolSta","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1275","PTVph","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1276","jarlego_td14","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1277","manilena50","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1278","LGiUSAchapter","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1279","jlpvillanueva","RT @govph: PHOTO: @PN_Speak personnel of PS36 in Palawan transported relief goods to Cuyo, Agutaya and Magsaysay towns. #RubyPH http://t.coÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","24"
"1280","TropangMARangal","RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","25"
"1281","serbisyoaccess","RT @govph: Via @dswdserves: As of 11:30 am, the NROC has 311 volunteers. Maraming salamat sa tulong! #ReliefPH #RubyPH http://t.co/OQ8RW7JWÃ?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","25"
"1282","leahnavarro","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1283","Foxshane","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1284","News5AKSYON","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1285","TropangMARangal","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1286","yvan_zenith","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1287","cocoy","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1288","enjayneer","RT @PN_Speak: Navy personnel of PS36 in Palawan transported relief goods for Cuyo, Agutaya and Magsaysay municipality. #RubyPH http://t.co/Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"1","0","1","tl","D","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","22"
"1289","UnangHirit","Mahigit 200,000 family food packs, inihahanda na ng DSWD para maapektuhan ng Bagyong #RubyPH #UnangHirit",,,"1","0","0","tl","D","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","16"
"1290","Lizzy99677068","RT @UnangHirit: Mahigit 200,000 family food packs, inihahanda na ng DSWD para maapektuhan ng Bagyong #RubyPH #UnangHirit",,,"1","0","1","tl","D","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","19"
"1291","gmanews","Inihahanda na ng @dswdserves ang mahigit 200,000 family food packs para sa maapektuhan ng Bagyong #RubyPH. | via @UnangHirit",,,"1","0","0","tl","D","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","20"
"1292","romeoalltheway","RT @gmanews: Inihahanda na ng @dswdserves ang mahigit 200,000 family food packs para sa maapektuhan ng Bagyong #RubyPH. | via @UnangHirit",,,"1","0","1","tl","D","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","23"
"1293","UnangHirit","Mahigit 200,000 family food packs, inihanda na ng @dswdserves #UnangHirit #RubyPH",,,"1","0","0","tl","D","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","12"
"1297","margaerydesu","@ANCALERTS: Globe offers free calls from 8 countries to PH http://t.co/UXoxlzq0Gg #RubyPH tapos hanggang ngayon walang signal salamat -.-",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","20"
"1298","ryanph23","@dzbb: United Nations (@UN), nangako ng tulong para sa mga naging biktima ng Bagyong #RubyPH.  Grabe na ngiti ng mgs pulitiko ngayon",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"1299","msagapinan","@DZMMTeleRadyo: Sagip Kapamilya, tumatanggap na ng donasyon para sa mga apektado ni #RubyPH http://t.co/QVY6jnKxH9 http://t.co/pvAFoWwgSv",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"1300","dailygasms","@gmanews: Australia providing 800 tons rice for #RubyPH victims http://t.co/6YaL5Qiftr - baka naman masira lang ulit ha.",,,"1","1","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1301","PIANewsDesk","#DSWD sending 900 family food packs to Cuyo, Agutaya, Magsaysay. #RubyPH #reliefPH | via @PiaPalawan #mediangbayan",,,"1","0","0","tl","D","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","19"
"1302","dzrhnews","#RubyPH:Maguindanao Gov. Toto Mangudadatu, handang magbigay ng bangus sa mga mabibiktima ng bagyo via Jun Dimacutac RH19",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"1303","aidenatapaz","#TulongKabataan Manila Drop-off point: @anakbayan_ph @LFSphilippines Offices, 444 M.F. Jhocson St., Sampaloc, Manila City. #ReliefPH #RubyPH",,,"1","0","0","tl","D","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","21"
"1304","TulongKabataan","#TulongKabataan Manila Drop-off point: @anakbayan_ph @LFSphilippines Offices, 444 M.F. Jhocson St., Sampaloc, Manila City. #ReliefPH #RubyPH",,,"1","0","0","tl","D","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","21"
"1305","ABSCBNNews","(1/3) Bilang paghahanda sa maaaring maging epekto ng #RubyPH, hinihikayat ang ating tulong...",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"1306","ABSCBNNews","(2/3) ...lalo na para sa mga pangunahing pangangailangan, gaya ng bigas, canned goods, at noodles para sa ating mga Kapamilya... #RubyPH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","28"
"1307","ABSCBNNews","(3/3) Maaari po nating dalhin ang ating tulong simula December 6 (Sabado), 1 p.m., sa PBB House, Quezon City. Salamat po. #RubyPH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","31"
"1308","miriamgracego","(3/4) @enjoyGLOBE free phone charging in Tacloban, 8am-6pm, Dec 9-10: Benloi Grocery, Bgy 94, Lower Nula-tula Palo Public Market #RubyPH",,,"1","0","0","tl","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27"
"2116","yaanyoung","So sweet Ã?Â¢Ã¢â??Â¢Ã?Â¡ Ã?Â¢Ã¢â??Â¢Ã?Â¡ Ã?Â¢Ã¢â??Â¢Ã?Â¡ Pinasan niya ko palabas sakanila wag lang mabasa ng baha yung paa ko.. Ã?Â¢Ã¢â??Â¢Ã?Â¡ Ã?Â¢Ã¢â??Â¢Ã?Â¡ Ã?Â¢Ã¢â??Â¢Ã?Â¡",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"2117","kweyniiee","@shabondoc_ malalim naman talaga yung baha sa espaÃ?Æ?Ã?Â±a ee!! Hahaha",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"2118","_Padillasophia","@_Sebastiaann tien? Baha sainyo?",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"2150","camsdelacruz","@privaterianne malapit sa fatima. Di naman sa min baha, sa tapat lang talaga ng fatima baha. Sa inyo ba? Obando ka di ba? Ingat, ingat :-)",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32"
"2151","athangarcia","Oo bro baha na. Lampas pinto na tubig sa bahay haha @JeremiahTrajano http://t.co/VfG3UmSZNX",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"2152","KNBuenaventura","@Cedrick4twenty hindi daw baha pre sabi ni mama. Kakauwe niya lang galing palengke",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"2153","jbtiamson95","RT @Amphigong: Baha daw sa... Ateneo: Go Ateneo! One Big Flood! UST: Go USTE! Over Flow UST! UP: UP Naming Baha! La Salle: D! L-S! Ã?Â¢Ã¢â??Â¬Ã?Â¦",,,"0","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39"
"2209","TelyoungReyes","Nakakamiss magtampisaw sa baha :D",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"2210","RodgeRiveraaa","sana yung baha hindi abot sa bahay namin :((",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"2211","bernasaurous","@dyannatuna maybe baha sa Araneta ave. ehh",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"2212","JmlCrzGrc","Yung feeling na tinapon ng pamangkin ko yung cellphone ko sa baha T.T Fvck shit :3","14.909453","120.739658","0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"2213","GavieresMarga","@EMZANITYY: Nawala sinat ko nung lumusong ako sa baha at nakapagyosi aba aba aba hahahahahah aba aba aba","14.558718","121.075695","0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"2214","jaredevilon","Yung babaeng hihigop ng tubig baha sa daan <3.<3",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"2253","cleodlpz_","RT @Caaaaabs: kung ganito lang sana ang baha magtatampisaw talaga ako hahaha #MarioPH #HugotSaTagUlan http://t.co/OfSSapDFHz",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"2254","crankygrande","@ariwantspizza oh, hahaha. :) di pa naman baha dito. eh sa inyo?",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"2255","jeriminion","Baha pa ba sa buendia..",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"2256","thmxzsiieeyyy","medyo bumababa na yung baha sa mga lugar (based sa live telecast on tv) #HaySalamat #ThankYouLord",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"2257","helloadimiguel","Naglalabas na ng sama ng loob si Mario nagselfie ka pa din sa baha, b3h? Ano to, b3h?",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"2258","xMMxi_","Ang hirap umuwi .. Sumuuong na kami ng baha sa Espana ..nakakaiyak na experience tong araw na to ..",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"2259","MaeBave18","grabi mn day ang baha sa manila ngee.wa jd ko na inform x hahays",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"2260","Immchaelcarag","saan ba my baha dito? .tututlong na ako :) <3 http://t.co/497ZBhl5QM",,,"0","1","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"2261","_auieballss","@itugotDMD @lexzxc pero forced evacuation na sa bacoor. Baha na sa palico and bayanan.",,,"0","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"2262","plenkylor","di kami makabili ng food kasi baha pa. puro delata naman nakikita kong pagkain dito. huhu",,,"0","0","0","tl","O","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","18"
"2263","smnthpatio","@TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"
"2264","KhailSenpai","RT @TheUSTF: Hindi pa rin humuhupa yung ulan at baha. Tulad ng feelings ko sayo. #HugotSaTagUlan",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"2265","Mayounaisse","RT @IMReadyPH: Ayon sa forecast ng @dost_pagasa, inaasahang magla-landfall sa E. Samar- N. Samar area ang #RubyPH Sabado ng gabi. http://t.Ã¢â?¬Â¦",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"2267","nilo_luis24","RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"2279","itsmebermejo","Stay strong Visayas #RubyPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"2280","itsmebermejo","Stay strong Visayas #RubyPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"2287","NinCaldea","@IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/ISZGAlMfeC","11.513273","122.766859","1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"2289","jmaepelicano","RT @aljanree: Mayta mapalid kos imong heart. #RubyPH",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"2290","jmaepelicano","RT @aljanree: Mayta mapalid kos imong heart. #RubyPH",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"2291","lisa_delapaz174","No CLASS :( NO PPA eh ano bayan!!! #RubyPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"2292","lisa_delapaz174","No CLASS :( NO PPA eh ano bayan!!! #RubyPH",,,"1","0","0","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"2295","YojMamayabay","RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"2296","YojMamayabay","RT @IMReadyPH: Special #quoteoftheday namin para sa inyo ngayong papalapit na ang #RubyPH. Ingat po, mga Kapuso! http://t.co/RWIkF6whqi",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"2297","itzmerowie","RT @krizzy_kalerqui: Ang bidang kontrabida ngayon ay bagyo na! #RubyPH http://t.co/DVKDcyDQjX",,,"1","0","1","tl","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"2516","pia_mimaropa","RT @PiaPalawan: DSWD sending 900 family food packs to Cuyo, Agutaya, Magsaysay. #RubyPH",,,"1","0","1","tl","D","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","17"
"2569","_jamesagustin","Nasa 7000 food packs, nakahanda nang ipamigay sa mga evacuee sa Bacoor City, Cavite ayon sa CDRRMO. #RubyPH @dzbb",,,"1","0","0","tl","D","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","22"
"2572","gmanews","Nasa 7000 food packs, nakahanda nang ipamigay sa mga evacuee sa Bacoor City, Cavite ayon sa CDRRMO. #RubyPH via @_jamesagustin",,,"1","0","0","tl","D","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","23"
